image_id,file_name,caption,chair_i,is_hallucinating,gt_objects,mentioned_objects,hallucinated_objects,n_gt,n_mentioned,n_hallucinated
101780,000000101780.jpg,"The image features a zoo enclosure with a variety of animals and trees. There are three giraffes in the scene, with one standing near the left side, another in the middle, and the third one on the right side. A rhino is also present in the enclosure, located towards the right side.

In addition to the animals, there are two people visible in the scene. One person is standing near the left side of the enclosure, while the other person is located towards the right side. The zoo enclosure is surrounded by trees, providing a natural environment for the animals.",1.0,True,giraffe,person,person,1,1,1
104572,000000104572.jpg,"The image depicts a public restroom with a unique and colorful design. The walls are covered in a vibrant orange and white pattern, featuring a floral motif. The restroom is equipped with two sinks, one on the left side and the other on the right side of the room. There are also two mirrors, one above each sink, providing a clear reflection of the space.

In addition to the sinks and mirrors, there are two toilets in the restroom, one located near the left sink and the other near the right sink. A handbag can be seen placed on the floor, possibly belonging to one of the restroom users.",0.6667,True,sink|toilet,handbag|orange|sink,handbag|orange,2,3,2
104669,000000104669.jpg,"The image features a dining table with a white plate filled with a delicious meal. The plate contains a variety of food items, including meat, potatoes, and broccoli. There are multiple carrots on the plate, some of which are placed near the center and others closer to the edges. The arrangement of the food items creates a visually appealing and appetizing presentation.",0.0,False,broccoli|carrot|dining table|fork|knife|orange,broccoli|dining table,,6,2,0
106281,000000106281.jpg,"The image features a train yard with multiple train tracks and a train on one of them. The train is positioned in the middle of the scene, and there are several other trains visible in the background. Some of these trains are located closer to the foreground, while others are further away.

In addition to the trains, there are several people scattered throughout the scene, likely working or observing the train yard. A few cars can also be seen in the background, possibly belonging to train staff or visitors.

The train yard is situated near a building, which might be a part of the train station or a nearby facility. The overall scene depicts a busy and active train yard.",0.5,True,train,person|train,person,1,2,1
107087,000000107087.jpg,"The image features a black cat sitting in the back seat of a car. The car has a sunroof, and the cat appears to be enjoying the view from the back seat. The car's interior is visible, with the cat occupying the majority of the back seat.",0.0,False,car|cat|chair,car|cat,,3,2,0
107094,000000107094.jpg,"The image features a man standing on a snow-covered hill, wearing skis and holding ski poles. He is posing for a picture, likely enjoying a skiing adventure. The man is the main focus of the scene, and he appears to be the only person present.

In the background, there are several cars parked, possibly belonging to the people who are skiing or have come to enjoy the snowy landscape. The cars are scattered around the area, with some closer to the foreground and others further in the background.",0.0,False,backpack|person|skis,person|skis,,3,2,0
109118,000000109118.jpg,"The image is an old black and white photograph featuring three men wearing baseball uniforms. They are standing next to each other, posing for the picture. One of the men is sitting on a chair, while the other two are standing.

In the scene, there is a baseball glove visible on the right side of the image, and a potted plant can be seen in the background, adding a touch of greenery to the photograph.",0.25,True,baseball glove|chair|person|sports ball,baseball glove|chair|potted plant|sports ball,potted plant,4,4,1
109827,000000109827.jpg,"The image features a large brown teddy bear sitting on a sidewalk next to a street. The teddy bear is positioned close to a tree, and it appears to be leaning against a pole. The scene also includes a stop sign in the background, indicating that the location is a street corner.",0.6667,True,teddy bear,bear|stop sign|teddy bear,bear|stop sign,1,3,2
110042,000000110042.jpg,"The image features a whiteboard with a sign on it, likely advertising a toilet. The sign is placed in a grassy area, and there are several people in the vicinity. Some of them are standing close to the sign, while others are scattered around the scene.

In addition to the people, there are a few potted plants in the area, with one located near the left side of the image and another towards the right side. A chair can also be seen in the background, positioned towards the right side of the image.",0.3333,True,person|potted plant|toilet,chair|person|toilet,chair,3,3,1
114871,000000114871.jpg,"The image features a white plate with a banana and a piece of cheese on it. The banana is placed on the left side of the plate, while the cheese is positioned in the center. The plate is placed on a dining table, which occupies the majority of the scene.",0.0,False,banana|dining table,banana|dining table,,2,2,0
117197,000000117197.jpg,"The image features a woman sitting on a brick sidewalk, talking on her cell phone. She is wearing blue jeans and a leopard print shirt. The woman is positioned near a pole, which is located on the sidewalk.

There are several potted plants in the scene, with one close to the woman and others scattered around the area. A bench can be seen in the background, providing a place for people to sit and relax. Additionally, there is a handbag placed on the ground near the woman, possibly belonging to her.",0.5,True,cell phone|person,bench|cell phone|handbag|person,bench|handbag,2,4,2
117492,000000117492.jpg,"The image depicts a lively scene of a large group of people, including both adults and children, walking together in a park. They are carrying various items, such as backpacks and handbags, as they enjoy their time outdoors.

There are several teddy bears scattered throughout the scene, with some being held by the people and others placed on the ground. A few bicycles can be seen in the background, indicating that some people might have arrived at the park by bike.

In addition to the people and their belongings, there are a few cars parked in the background, suggesting that the park is easily accessible by car. Overall, the image captures a joy",0.5,True,chair|person|teddy bear|umbrella,bicycle|car|person|teddy bear,bicycle|car,4,4,2
118594,000000118594.jpg,"The image features a large brown and white cow with long horns, grazing in a grassy field. The cow is positioned in the center of the scene, and its horns are prominently visible. Another cow can be seen in the background, slightly to the right.

There are two people in the scene, one standing closer to the left side of the image and the other person standing further to the right. Both individuals appear to be observing the cows in the field.",0.5,True,cow,cow|person,person,1,2,1
119365,000000119365.jpg,"The image features a young girl sitting at a table, using a laptop computer. She is focused on the screen, which displays a variety of images. Another person is visible in the background, standing near the edge of the scene.

There are two cell phones in the scene, one located near the center of the image and the other towards the right side. A chair can be seen in the foreground, and a TV is mounted on the wall in the background. Additionally, there is a book placed on the table, close to the laptop.",0.6667,True,cell phone|keyboard|laptop|person,book|chair|dining table|laptop|person|tv,book|chair|dining table|tv,4,6,4
119516,000000119516.jpg,"The image captures a woman standing on a sidewalk at night, looking at her cell phone. She is wearing a black dress and is positioned near the center of the scene. The sidewalk is located in a busy city area, with several traffic lights visible in the background.

There are multiple bicycles in the scene, with one close to the woman and two others further away. A handbag can be seen near the woman, possibly belonging to her. The overall atmosphere of the image is that of a bustling urban environment.",0.0,False,bicycle|cell phone|handbag|motorcycle|person|traffic light,cell phone|handbag|person,,6,3,0
119911,000000119911.jpg,"The image features a young man riding a skateboard down a street. He is wearing a baseball uniform and a red hat, which adds to his sporty appearance. The street is lined with houses, and there are several cars parked along the road.

In addition to the main skateboarder, there are two other people visible in the scene, one standing closer to the left side of the image and the other further to the right. The street is also adorned with a couple of bottles placed on the ground.",0.3333,True,car|person|skateboard,person|skateboard|sports ball,sports ball,3,3,1
119995,000000119995.jpg,"The image captures a tennis match in progress, with a man in a blue shirt and black shorts playing tennis. He is swinging his tennis racket, preparing to hit the ball. Another person, possibly a referee or a fellow player, is standing nearby, watching the game.

There are two tennis rackets in the scene, one held by the man in the blue shirt and another one placed on the ground. A sports ball is visible in the air, indicating that the game is in progress. The scene takes place on a tennis court, with a chair located in the background.",0.5,True,person|tennis racket,chair|person|sports ball|tennis racket,chair|sports ball,2,4,2
120420,000000120420.jpg,"The image features a man wearing a green shirt, holding a cell phone up to his face. He is taking a picture of himself, capturing the moment. There are several other people in the scene, some of them standing close to the man with the cell phone, while others are further away.

In addition to the people, there are two umbrellas visible in the scene, one located near the top right corner and the other in the middle of the image. A handbag can also be seen, placed on the ground near the center of the scene.",0.3333,True,bench|bird|cell phone|person|umbrella,cell phone|handbag|person,handbag,5,3,1
120853,000000120853.jpg,"The image features a dining table with a plate of food, including a sandwich and a bowl of coleslaw. The sandwich is cut in half, and the coleslaw is placed in a bowl nearby. There are two cups on the table, one near the top left corner and the other near the top right corner. A cell phone is also visible on the table, likely belonging to someone who is enjoying their meal.",0.0,False,bowl|carrot|cell phone|cup|dining table|sandwich,bowl|cell phone|dining table|sandwich,,6,4,0
121242,000000121242.jpg,"The image features a horse pulling a red and black fire engine, with two men riding in the fire engine. The horse is positioned on the left side of the scene, while the fire engine is located in the center. The men are seated in the fire engine, enjoying the ride.

In the background, there are several cars parked, with one car on the left side, another on the right side, and a third car further back. Additionally, there are two people standing near the right edge of the image, possibly observing the scene or waiting for their turn to ride in the fire engine.",0.0,False,car|horse|person|truck,car|horse|person,,4,3,0
121417,000000121417.jpg,"The image features a woman sitting on a bench, holding a pink umbrella over her head. She is talking on her cell phone, which is placed close to her ear. The woman is wearing a black jacket and has a handbag placed beside her.

In the background, there are two other people, one standing closer to the left side of the image and the other further to the right. Additionally, there is a dog located near the right edge of the image, possibly walking by or accompanying its owner.",0.1667,True,bench|cell phone|handbag|person|umbrella,bench|cell phone|dog|handbag|person|umbrella,dog,5,6,1
121591,000000121591.jpg,"The image features a skateboarder performing a trick on a pink wall, with his skateboard in the air. The skateboarder is in the middle of the scene, showcasing his skill and balance.

There are several skateboards visible in the image, with one near the skateboarder, another further away, and a third one on the ground. The skateboarder's shoe is also visible, adding to the sense of motion and action in the scene.",0.0,False,person|skateboard,skateboard,,2,1,0
125472,000000125472.jpg,"The image features a young man wearing a green shirt and jeans, performing a trick on a skateboard. He is in mid-air, jumping over the skateboard, showcasing his skill and athleticism. The skateboard is positioned underneath him, with the man's feet hovering above it.

In the background, there is another person standing further away from the main subject. The scene appears to be set outdoors, with a clear sky visible in the background.",0.0,False,person|skateboard,person|skateboard,,2,2,0
125850,000000125850.jpg,"The image features a gray and white cat curled up and sleeping inside a bowl. The cat is positioned in the center of the bowl, taking up a significant portion of the space. The bowl is placed on a wooden table, which occupies the majority of the background. The scene captures the cat's peaceful and relaxed state as it rests in the bowl.",0.3333,True,bowl|cat,bowl|cat|dining table,dining table,2,3,1
126137,000000126137.jpg,"The image captures a tennis match in progress, with a man in a white shirt and white shorts playing the game. He is holding a tennis racket and appears to be in the middle of a swing. The tennis court is filled with spectators, including people sitting on chairs and benches, as well as others standing around the court.

There are several chairs and benches scattered around the court, with some closer to the foreground and others further back. A few people can be seen sitting on these chairs and benches, while others are standing or walking around the court. The atmosphere is lively, with everyone engaged in the ongoing tennis match.",0.0,False,chair|person|tennis racket,person|tennis racket,,3,2,0
127476,000000127476.jpg,"The image features a large, partially eaten pizza with various toppings, including mushrooms and olives. The pizza is placed on a dining table, and it appears to be a deep dish pizza. The table is surrounded by chairs, with one chair on the left side and another on the right side.

In addition to the pizza, there are two bottles visible in the scene, one located near the top left corner and the other near the top right corner. The overall setting suggests a casual dining experience with friends or family.",0.6667,True,pizza,chair|dining table|pizza,chair|dining table,1,3,2
128372,000000128372.jpg,"The image depicts a busy bus stop with a large orange and white bus parked at the curb. Several people are waiting at the bus stop, with some standing closer to the bus and others further away. There are at least nine people visible in the scene, with some of them carrying handbags.

In addition to the bus, there are two cars parked nearby, one on the left side of the bus and the other on the right side. A traffic light can be seen in the background, indicating the presence of an intersection or a controlled crossing. The overall atmosphere of the scene suggests a bustling urban environment with people commuting and traveling.",0.5,True,bus|car|handbag|person,bus|orange|person|traffic light,orange|traffic light,4,4,2
129135,000000129135.jpg,"The image features a yellow and blue train parked at a train station. The train is positioned on the tracks, occupying a significant portion of the scene. There are two benches visible in the image, one located near the center of the scene and the other towards the right side.

In addition to the train and benches, there are two people in the scene. One person is standing near the left side of the image, while the other person is located closer to the center. A potted plant can be seen in the background, adding a touch of greenery to the scene.",0.6667,True,bench|train,person|potted plant|train,person|potted plant,2,3,2
129945,000000129945.jpg,"The image captures a baseball game in progress, with a batter swinging a baseball bat at a pitch. The batter is wearing a baseball glove, and the catcher is positioned behind him, ready to catch the ball. There are several other people in the scene, including teammates and opponents, as well as a few chairs placed around the area.

In addition to the people, there are a few bottles scattered around the scene, possibly containing water or other beverages for the players. The overall atmosphere of the image suggests an intense and competitive baseball game.",0.25,True,baseball bat|baseball glove|person,baseball bat|baseball glove|person|sports ball,sports ball,3,4,1
130599,000000130599.jpg,"The image features a man standing in front of a giraffe statue, which is located in a zoo. The man appears to be playfully interacting with the giraffe, as if it were a real animal. The giraffe statue is positioned in the middle of the scene, with the man standing to its left.

In the background, there are a few other people, but they are not the main focus of the image. Additionally, there are two clocks visible in the scene, one on the left side and the other on the right side. The presence of these clocks suggests that the location might be a public space or a place where time is important.",0.5,True,person,giraffe|person,giraffe,1,2,1
130613,000000130613.jpg,"The image features a dining table with a plate of food, including three fish and a carrot. The fish are arranged in a row, with one on the left side, another in the middle, and the third on the right side of the plate. The carrot is placed next to the fish, adding a touch of color and freshness to the meal. The table setting creates an inviting atmosphere for a delicious meal.",0.0,False,carrot|dining table|fork|knife,carrot|dining table,,4,2,0
131938,000000131938.jpg,"The image features a gray cat sitting on a bed, wearing a tie with a cat design on it. The cat appears to be looking at the camera, possibly posing for a picture. The bed is covered with a blanket, and there is a towel nearby. The scene is set in a room with a couch in the background.",0.5,True,cat|tie,bed|cat|couch|tie,bed|couch,2,4,2
133567,000000133567.jpg,"The image features a blue and white train traveling down the tracks, passing by a building. There are several people visible in the scene, with one person standing close to the train, and others scattered around the area. A handbag can be seen near the person standing close to the train. The train occupies a significant portion of the image, showcasing its size and prominence in the scene.",0.3333,True,person|train,handbag|person|train,handbag,2,3,1
134034,000000134034.jpg,"The image features a fenced-in field with two horses grazing on the grass. One horse is located on the left side of the field, while the other is on the right side. The horses are positioned close to each other, creating a sense of companionship.

In addition to the horses, there are two people visible in the scene. One person is standing near the left horse, while the other person is standing near the right horse. The presence of these individuals suggests that they might be the horse's caretakers or simply observing the animals.",0.5,True,horse,horse|person,person,1,2,1
136334,000000136334.jpg,"The image captures a snowy ski slope with a person skiing down the hill. The skier is wearing a red jacket and is in the middle of the slope. There are several other people scattered around the slope, some of them skiing and others standing or walking.

In addition to the people, there are two dogs present in the scene, one located near the center of the slope and the other towards the right side. The dogs seem to be enjoying the snowy environment as well.",0.0,False,person|skis,person|skis,,2,2,0
136633,000000136633.jpg,"The image depicts a bustling outdoor market with a large variety of fresh vegetables on display. There are numerous people walking around and browsing the produce, with some individuals carrying handbags. The market is filled with a diverse selection of vegetables, including broccoli, carrots, and cabbage.

In addition to the people and vegetables, there are a few umbrellas providing shade for the market-goers. One umbrella is located in the upper left corner of the image, while another is situated in the middle of the scene. The overall atmosphere of the market is lively and vibrant, with people engaging in various activities and enjoying the fresh produce",0.3333,True,bowl|person|umbrella,broccoli|person|umbrella,broccoli,3,3,1
137294,000000137294.jpg,"The image features a man and a woman standing in a grassy area, with the man reaching into an open oven. The oven is located in the center of the scene, and the man is wearing a glove while handling the food.

In the background, there are two benches, one on the left side and the other on the right side of the scene. Additionally, there are two chairs, one near the left bench and the other near the right bench. A dog can be seen in the background, standing near the right bench.",0.6,True,oven|person,baseball glove|bench|dog|oven|person,baseball glove|bench|dog,2,5,3
142620,000000142620.jpg,"The image features a man sitting on a bench in a park, enjoying a meal. He is holding a knife and a fork, and there are multiple cups and bowls placed on the bench. A bottle is also visible on the bench.

In the background, there are two chairs, one closer to the man and the other further away. Additionally, there are two dogs in the scene, one near the man and the other further away. A backpack can be seen placed on the ground, and a handbag is located close to the man.",0.5714,True,bottle|bowl|chair|cup|dining table|knife|orange|person|spoon,backpack|bench|bottle|fork|handbag|knife|person,backpack|bench|fork|handbag,9,7,4
143931,000000143931.jpg,"The image features a blue and white bus with a large advertisement on its side. The advertisement is for Scott Brown, a political candidate. The bus is parked in a parking lot, and there is a man standing near the bus, possibly observing the advertisement or waiting to board the bus.",0.0,False,bus|person,bus|person,,2,2,0
145597,000000145597.jpg,"The image depicts a group of women sitting on a blanket in a park, enjoying a picnic together. They are surrounded by various food items and drinks, including a bottle, a cup, and a bowl. There are also a few sandwiches and a banana on the blanket.

In addition to the food and drinks, there are a few personal items scattered around the blanket, such as a handbag, a cell phone, and a book. The women are seated on a bench, which is placed in the middle of the blanket. The scene is a lively and social gathering of friends in a park setting.",0.625,True,bottle|cup|handbag|orange|person|wine glass,banana|bench|book|bottle|bowl|cell phone|cup|handbag,banana|bench|book|bowl|cell phone,6,8,5
146498,000000146498.jpg,"The image features a street sign on a pole, indicating the intersection of S Lane St and 12th Ave. The street sign is located near a grassy hill, with a fence nearby. There are several cars parked or driving along the street, with some closer to the foreground and others further away.

In addition to the cars, there are two people visible in the scene, one standing closer to the left side of the image and the other near the center. A handbag can also be seen on the ground, possibly belonging to one of the people in the scene.",1.0,True,car,handbag|person,handbag|person,1,2,2
147338,000000147338.jpg,"The image features a yellow fire hydrant with a face drawn on it, giving it a funny appearance. The fire hydrant is located on the side of a road, surrounded by various vehicles. There are two cars parked nearby, one on the left side and another on the right side of the fire hydrant. Additionally, there are two trucks in the scene, one on the left side and another on the right side of the fire hydrant. A person can be seen standing near the fire hydrant, possibly admiring the creative face drawing.",0.5,True,car|fire hydrant|truck,fire hydrant|person,person,3,2,1
147725,000000147725.jpg,"The image depicts a busy street scene with a white bus driving down the road, surrounded by various vehicles. There are two cars on the street, one positioned behind the bus and another further down the road. A truck can also be seen in the background.

There are several people in the scene, with one person standing near the bus, another person closer to the truck, and two more individuals further down the street. Additionally, there is a dog walking on the sidewalk, adding to the lively atmosphere of the street.",0.25,True,bus|car|person|truck,bus|dog|person|truck,dog,4,4,1
151857,000000151857.jpg,"The image features a train parked at a station, with its doors open. The train is large and occupies a significant portion of the scene. There are two people visible in the image, one standing closer to the train and the other further away. The train appears to be a passenger train, and the station seems to be a busy one.",0.5,True,train,person|train,person,1,2,1
153229,000000153229.jpg,"The image captures a group of people playing a game of frisbee in a park. There are at least nine people in the scene, with some of them actively participating in the game, while others are watching or waiting for their turn.

A frisbee can be seen in the air, indicating that the game is in progress. There are also two benches in the park, one located near the left side of the image and the other towards the right side. A chair is also present in the scene, situated near the right side of the image.

The overall atmosphere of the image suggests a fun and active outdoor activity among friends or family members.",0.3333,True,frisbee|person,chair|frisbee|person,chair,2,3,1
153529,000000153529.jpg,"The image depicts a busy train station with several people waiting for their train. There are at least 11 people visible in the scene, some of them carrying luggage. A woman is standing near the center of the image, surrounded by other passengers.

Various pieces of luggage can be seen throughout the scene, including multiple backpacks, handbags, and suitcases. There are at least 11 backpacks, 6 handbags, and 4 suitcases in the image. Some of the backpacks are placed on the ground, while others are being carried by the passengers. The handbags and suitcases are also scattered around the station, with some being held by",0.3333,True,backpack|handbag|person|suitcase,person|suitcase|train,train,4,3,1
153632,000000153632.jpg,"The image features a white plate with a variety of food items on it. There are several pieces of meat, including chicken, and some mushrooms. The plate is placed on a dining table, which occupies most of the scene.

In addition to the plate, there are a few other items on the table. A knife is located on the left side of the table, and a spoon can be seen on the right side. There is also a bowl situated near the top left corner of the table.",0.25,True,bowl|dining table|fork|knife,bowl|dining table|knife|spoon,spoon,4,4,1
154339,000000154339.jpg,"The image features a group of three large, old-fashioned gauges or pressure meters, each with a different size and position. They are placed next to each other, creating a visually striking scene. The gauges are situated in a dark room, which adds to the dramatic atmosphere of the scene.",0.0,False,clock,,,1,0,0
156924,000000156924.jpg,"The image features a man and a woman playing a video game together, likely on a Nintendo Wii console. They are both holding Wii remotes, which are white and can be seen in their hands. The woman is smiling, while the man appears to be focused on the game.

In the room, there are two chairs, one located near the left side of the image and the other closer to the right side. A couch can be seen in the background, occupying the right side of the room. Additionally, there is a dining table in the room, situated near the center of the scene.",0.6667,True,chair|person|remote,couch|dining table|person,couch|dining table,3,3,2
157046,000000157046.jpg,"The image features a person holding a Wii remote, pointing it towards a television screen. The television screen displays a video game, possibly involving a character with a sword. The person is standing in a room with a chair nearby. The scene appears to be a casual, relaxed environment where the individual is enjoying the video game.",0.5,True,person|remote,chair|person|remote|tv,chair|tv,2,4,2
157418,000000157418.jpg,"The image features a dining table with a variety of food items and utensils. There are two plates on the table, one containing a sandwich and the other with a hot dog. A can of Spam is also present on the table, along with a bowl and a cup. 

In addition to the food items, there are two bottles on the table, one near the top left corner and the other near the top right corner. A knife is placed on the table, likely for cutting or spreading the food. A spoon is also visible on the table, possibly for stirring or serving the food.",0.5,True,bottle|bowl|cup|dining table|sandwich,bowl|cup|dining table|dog|hot dog|knife|sandwich|spoon,dog|hot dog|knife|spoon,5,8,4
157767,000000157767.jpg,"The image depicts a large gathering of people in a room, with many of them standing around a dining table. The table is filled with various food items, including multiple sandwiches and donuts. There are also several cups placed on the table.

In addition to the food and drinks, there are a few books scattered around the room, possibly indicating a presentation or discussion. A handbag can be seen placed on the floor, and a backpack is located near the left side of the room.

The people in the room are engaged in conversations and enjoying the event. Some of them are standing closer to the table, while others are positioned further away. Overall, the scene is",0.25,True,book|bowl|cell phone|cup|dining table|handbag|person|spoon,backpack|dining table|handbag|person,backpack,8,4,1
158660,000000158660.jpg,"The image features a dining table with a variety of food items and bowls. There are several apples placed on the table, with some in a bowl and others scattered around. A banana is also present on the table, along with a bowl containing a sandwich.

In the background, there are two people, one on the left side and another on the right side of the image. A clock is visible on the wall, and a handbag can be seen placed on the table. The overall scene suggests a casual dining setting with a mix of fruits and other food items.",0.5714,True,apple|banana|bowl|oven|person,banana|bowl|clock|dining table|handbag|person|sandwich,clock|dining table|handbag|sandwich,5,7,4
161044,000000161044.jpg,"The image features a group of three airplanes flying in formation through a cloudy sky. The planes are positioned in a straight line, with one plane slightly ahead of the other two. The sky appears to be overcast, adding a dramatic atmosphere to the scene. The airplanes are flying at different heights, creating a dynamic and visually appealing composition.",0.0,False,airplane,airplane,,1,1,0
162130,000000162130.jpg,"The image features a wooden bench situated in a grassy field, surrounded by trees. The bench is positioned in the middle of the scene, providing a comfortable spot for visitors to sit and enjoy the natural surroundings. The field appears to be a part of a park or a large, open area, with a fence nearby.

In the background, there are a few people scattered around the field, possibly enjoying the outdoors or engaging in various activities. Additionally, there are two birds visible in the scene, one flying near the top left corner and the other perched on a tree branch.",0.5,True,bench,bench|person,person,1,2,1
162858,000000162858.jpg,"The image depicts a busy city street filled with traffic. There are numerous cars, including a green car, a white car, and a black car, all driving down the street. A bicycle can also be seen on the left side of the street.

Several traffic lights are visible throughout the scene, with some located near the center of the street and others closer to the edges. There are also a few pedestrians walking along the sidewalk, with one person closer to the left side of the street and another person near the center.

In addition to the vehicles and pedestrians, there are two benches placed along the sidewalk, one near the center and the other closer to the",0.0,False,bicycle|car|person|traffic light,bicycle|car|person,,4,3,0
163290,000000163290.jpg,"The image features a zebra and a giraffe in a fenced enclosure, likely at a zoo. The zebra is standing close to the left side of the enclosure, while the giraffe is positioned more towards the center. Both animals appear to be enjoying their time in the enclosure.

In addition to the zebra and giraffe, there are two people visible in the scene, likely observing the animals. One person is located near the left side of the enclosure, and the other person is standing closer to the right side.",0.3333,True,giraffe|zebra,giraffe|person|zebra,person,2,3,1
163640,000000163640.jpg,"The image features a man standing in front of a food stand, holding up a donut for the camera. Another man is standing behind him, also holding a donut. There are two more people in the scene, one on the left side and another on the right side.

The food stand has a bowl placed on it, possibly containing more donuts or other food items. There is also a backpack visible in the scene, likely belonging to one of the people present.",0.0,False,backpack|bowl|donut|person,backpack|bowl|donut|person,,4,4,0
164637,000000164637.jpg,"The image features a bathroom with a pink sink and a mirror above it. The sink is situated in the middle of the room, and the mirror is positioned above it. The bathroom also has a toilet located on the left side of the room.

There are two toothbrushes in the bathroom, one placed near the sink and the other closer to the toilet. Additionally, there are two bottles, one near the sink and the other near the toilet. A towel is hanging on the wall, and a cup can be seen placed on a surface.",0.6667,True,sink,cup|sink|toilet,cup|toilet,1,3,2
166563,000000166563.jpg,"The image features a large elephant statue standing on its hind legs, positioned in front of a sign. The elephant statue is the main focus of the scene, and it appears to be a decorative piece or a part of an outdoor display. The sign is located behind the elephant statue, and it is likely related to the business or event taking place in the area.",0.0,False,elephant,elephant,,1,1,0
168337,000000168337.jpg,"The image features a red fire hydrant situated on a sidewalk in front of a building. There are two people standing near the fire hydrant, one closer to the left side of the image and the other closer to the right side. A backpack is placed on the ground near the person on the right.

In the background, there is a person standing near a doorway, possibly entering or exiting the building. Additionally, there is a handbag located near the person on the right side of the image.",0.25,True,backpack|fire hydrant|person|suitcase,backpack|fire hydrant|handbag|person,handbag,4,4,1
168593,000000168593.jpg,"The image features a room with a refrigerator and a freezer placed next to each other. The refrigerator is positioned on the left side of the room, while the freezer is on the right side. A chair is located in the right corner of the room, and a window can be seen in the background. The room appears to be a kitchen or a storage area.",0.0,False,chair|refrigerator,chair|refrigerator,,2,2,0
170278,000000170278.jpg,"The image features a large brown dog lying on a bed, taking up a significant portion of the space. The dog appears to be sleeping or resting comfortably on the bed.

In the room, there is a person standing near the dog, possibly observing or interacting with the dog. Additionally, there are several books scattered around the room, with some placed on the bed and others on the floor. A clock can also be seen hanging on the wall, providing a sense of time in the scene.",0.5,True,bed|dog,bed|clock|dog|person,clock|person,2,4,2
170474,000000170474.jpg,"The image features a tennis player in a blue shirt and white shorts, holding a tennis racket and preparing to hit a tennis ball. The player is focused on the game, and the tennis ball is in the air, close to the player's racket.

In the background, there is a bench situated on the right side of the image. The scene appears to be taking place on a tennis court, with the player actively engaged in the sport.",0.25,True,chair|person|sports ball|tennis racket,bench|person|sports ball|tennis racket,bench,4,4,1
172595,000000172595.jpg,"The image features a desk with a laptop, a monitor, and a keyboard. The laptop is placed on the left side of the desk, while the monitor is positioned on the right side. The keyboard is located in the middle of the desk.

There are two chairs in the scene, one on the left side and another on the right side of the desk. A backpack is placed on the floor near the left chair, and a bottle can be seen on the right side of the desk.

In addition to the main objects, there are two people in the background, one on the left side and the other on the right side of the image.",0.25,True,backpack|book|bottle|cell phone|chair|handbag|keyboard|laptop|mouse|tv,backpack|bottle|chair|dining table|keyboard|laptop|person|tv,dining table|person,10,8,2
173091,000000173091.jpg,"The image features a dining table with a variety of food and drink items. There is a sandwich placed on the table, accompanied by a cup of coffee. A donut is also present on the table, adding to the assortment of food. Additionally, there is a bottle of vanilla flavored coffee, which is likely the beverage accompanying the sandwich. The scene appears to be a casual meal setup, with the food and drink items arranged on the table.",0.4,True,apple|bottle|dining table|sandwich,bottle|cup|dining table|donut|sandwich,cup|donut,4,5,2
173830,000000173830.jpg,"The image captures a man skiing down a snow-covered slope, wearing a helmet for safety. He is skiing at a fast pace, and his skis are visible in the scene. The man appears to be focused on his skiing, enjoying the thrill of the activity.",0.0,False,person|skis,person|skis,,2,2,0
174004,000000174004.jpg,"The image features a yellow dump truck parked in a grassy field. The truck is surrounded by tall grass, and it appears to be old and abandoned. The truck is positioned in the middle of the field, with its front facing the viewer.

There are no people or animals visible in the scene. The focus is on the old yellow dump truck, which seems to be the main subject of the image.",0.5,True,truck,person|truck,person,1,2,1
175251,000000175251.jpg,"The image features a young child, possibly a toddler, brushing their teeth in a bathroom. The child is holding a green toothbrush in their mouth, and there is a sink nearby. The bathroom also has a window, and a towel can be seen hanging on the wall.

In addition to the child, there are two other people in the scene, one standing near the sink and the other person located further back in the bathroom.",0.3333,True,person|toothbrush,person|sink|toothbrush,sink,2,3,1
178982,000000178982.jpg,"The image features two people riding motorcycles on a street under a bridge. They are positioned close to each other, with one motorcycle slightly ahead of the other. The street appears to be a tunnel, and the motorcyclists are navigating through it.

There are multiple traffic lights in the scene, with one on the left side, another on the right side, and a third one further back. The traffic lights are positioned at different heights and angles, indicating a busy intersection or a complex traffic system.",0.0,False,motorcycle|person|traffic light,motorcycle|person,,3,2,0
179898,000000179898.jpg,"The image features a young boy wearing a blue hat and a blue shirt, holding two hot dogs in his hands. He is surrounded by several other people, some of whom are sitting on chairs. There are a total of five chairs in the scene, with one near the boy, another in the background, and three others placed around the room.

In addition to the people, there are two backpacks visible in the scene, one near the top left corner and the other in the top right corner. A dining table can be seen in the background, and a bottle is placed on the table.",0.3333,True,backpack|book|chair|dining table|hot dog|person,bottle|dining table|person,bottle,6,3,1
180878,000000180878.jpg,"The image features a birthday cake with a unique design, resembling a car. The cake is placed on a dining table, and it is surrounded by various items. There is a cell phone on the table, and a handbag is also present, adding to the festive atmosphere. A pair of shoes can be seen nearby, and a cup is placed on the table. The scene appears to be a celebration of a special occasion, with the cake being the centerpiece of the event.",0.5,True,cake|car|cell phone,cake|car|cell phone|cup|dining table|handbag,cup|dining table|handbag,3,6,3
185157,000000185157.jpg,"The image features a street sign with a yellow light on top of it, indicating a cautionary area. The sign is positioned on a pole, and there is a bicycle parked nearby. The bicycle is located on the left side of the image, and the street sign is situated in the center. The scene appears to be set in a city environment.",0.0,False,bicycle,bicycle,,1,1,0
